id_cliente,fecha_emision,fecha_vencimiento,consumo_kwh,monto_total,monto_pagado,estado_pago,dias_mora
CL0061,2024-01-06,2024-02-05,255.95,59.74,42.38,Pendiente,945
CL0061,2024-02-06,2024-03-07,376.61,81.77,69.13,Pagado,0
CL0061,2024-03-10,2024-04-09,522.89,88.16,74.5,Pagado,0
CL0061,2024-04-07,2024-05-07,487.84,97.38,75.4,Pendiente,853
CL0061,2024-05-07,2024-06-06,417.06,78.65,52.89,Pendiente,823
CL0061,2024-06-01,2024-07-01,909.45,156.45,150.19,Pagado,0
CL0062,2024-01-07,2024-02-06,463.26,96.03,84.24,Pagado,0
CL0062,2024-02-05,2024-03-06,236.1,50.01,32.29,Pendiente,915
CL0062,2024-03-03,2024-04-02,627.56,120.93,66.87,Pendiente,888
CL0062,2024-04-07,2024-05-07,612.83,139.1,112.67,Pagado,0
CL0062,2024-05-06,2024-06-05,429.16,103.46,81.44,Pendiente,824
CL0062,2024-06-02,2024-07-02,283.11,57.14,28.69,Pendiente,797
CL0063,2024-01-03,2024-02-02,586.19,133.08,113.63,Pagado,0
CL0063,2024-02-02,2024-03-03,634.55,138.83,74.8,Pendiente,918
CL0063,2024-03-04,2024-04-03,765.0,145.98,80.96,Pendiente,887
CL0063,2024-04-06,2024-05-06,487.3,101.13,70.01,Pendiente,854
CL0063,2024-05-09,2024-06-08,826.59,169.19,130.96,Pendiente,821
CL0063,2024-06-01,2024-07-01,386.32,84.93,54.42,Pendiente,798
CL0064,2024-01-03,2024-02-02,290.23,89.67,60.17,Pendiente,948
CL0064,2024-02-02,2024-03-03,526.44,147.99,116.64,Pendiente,918
CL0064,2024-03-05,2024-04-04,203.28,62.36,47.4,Pendiente,886
CL0064,2024-04-01,2024-05-01,418.14,111.37,109.29,Pagado,0
CL0064,2024-05-05,2024-06-04,485.02,130.94,112.77,Pagado,0
CL0064,2024-06-08,2024-07-08,625.65,170.72,149.77,Pagado,0
CL0065,2024-01-08,2024-02-07,198.24,76.19,75.04,Pagado,0
CL0065,2024-02-06,2024-03-07,606.49,170.08,97.51,Pendiente,914
CL0065,2024-03-09,2024-04-08,631.36,180.44,97.37,Pendiente,882
CL0065,2024-04-01,2024-05-01,686.08,183.23,168.27,Pagado,0
CL0065,2024-05-02,2024-06-01,546.69,144.59,111.69,Pendiente,828
CL0065,2024-06-08,2024-07-08,673.76,177.94,161.51,Pagado,0
CL0066,2024-01-03,2024-02-02,456.84,79.59,74.33,Pagado,0
CL0066,2024-02-09,2024-03-10,600.59,103.07,71.41,Pendiente,911
CL0066,2024-03-09,2024-04-08,451.55,95.96,74.79,Pendiente,882
CL0066,2024-04-08,2024-05-08,276.93,69.65,68.07,Pagado,0
CL0066,2024-05-08,2024-06-07,849.27,151.42,149.56,Pagado,0
CL0066,2024-06-02,2024-07-02,202.37,38.87,23.14,Pendiente,797
CL0067,2024-01-09,2024-02-08,381.73,62.39,53.29,Pagado,0
CL0067,2024-02-09,2024-03-10,522.49,107.61,74.83,Pendiente,911
CL0067,2024-03-09,2024-04-08,314.1,60.52,54.48,Pagado,0
CL0067,2024-04-01,2024-05-01,321.42,58.21,50.78,Pagado,0
CL0067,2024-05-08,2024-06-07,406.97,80.19,76.71,Pagado,0
CL0067,2024-06-08,2024-07-08,788.12,140.22,107.52,Pendiente,791
CL0068,2024-01-08,2024-02-07,856.0,152.65,111.32,Pendiente,943
CL0068,2024-02-07,2024-03-08,416.16,78.5,75.32,Pagado,0
CL0068,2024-03-02,2024-04-01,302.42,71.98,55.66,Pendiente,889
CL0068,2024-04-05,2024-05-05,307.23,63.28,43.21,Pendiente,855
CL0068,2024-05-01,2024-05-31,214.26,59.97,36.25,Pendiente,829
CL0068,2024-06-05,2024-07-05,501.67,100.59,52.43,Pendiente,794
CL0069,2024-01-07,2024-02-06,457.42,127.28,82.2,Pendiente,944
CL0069,2024-02-09,2024-03-10,327.22,108.01,105.77,Pagado,0
CL0069,2024-03-10,2024-04-09,419.35,113.94,71.45,Pendiente,881
CL0069,2024-04-04,2024-05-04,754.07,215.49,120.48,Pendiente,856
CL0069,2024-05-08,2024-06-07,729.45,202.08,124.61,Pendiente,822
CL0069,2024-06-06,2024-07-06,565.27,146.55,103.58,Pendiente,793
CL0070,2024-01-05,2024-02-04,727.47,197.13,165.49,Pagado,0
CL0070,2024-02-02,2024-03-03,353.75,116.12,109.29,Pagado,0
CL0070,2024-03-08,2024-04-07,722.28,185.58,128.44,Pendiente,883
CL0070,2024-04-05,2024-05-05,563.79,147.67,135.17,Pagado,0
CL0070,2024-05-08,2024-06-07,535.68,160.11,150.6,Pagado,0
CL0070,2024-06-02,2024-07-02,259.94,85.49,70.84,Pagado,0
CL0071,2024-01-02,2024-02-01,547.19,133.03,68.42,Pendiente,949
CL0071,2024-02-07,2024-03-08,480.79,116.35,73.18,Pendiente,913
CL0071,2024-03-08,2024-04-07,674.09,164.97,110.53,Pendiente,883
CL0071,2024-04-05,2024-05-05,544.96,126.5,119.09,Pagado,0
CL0071,2024-05-05,2024-06-04,214.3,63.02,45.09,Pendiente,825
CL0071,2024-06-04,2024-07-04,640.17,162.37,98.95,Pendiente,795
CL0072,2024-01-10,2024-02-09,317.62,88.42,55.12,Pendiente,941
CL0072,2024-02-06,2024-03-07,164.49,48.81,33.86,Pendiente,914
CL0072,2024-03-04,2024-04-03,282.95,91.59,85.2,Pagado,0
CL0072,2024-04-08,2024-05-08,305.13,95.57,81.7,Pagado,0
CL0072,2024-05-05,2024-06-04,482.54,126.26,71.2,Pendiente,825
CL0072,2024-05-31,2024-06-30,328.36,92.25,65.17,Pendiente,799
CL0073,2024-01-08,2024-02-07,322.06,80.38,68.8,Pagado,0
CL0073,2024-02-08,2024-03-09,493.24,118.32,109.21,Pagado,0
CL0073,2024-03-02,2024-04-01,721.81,173.25,87.38,Pendiente,889
CL0073,2024-04-08,2024-05-08,231.97,57.54,40.06,Pendiente,852
CL0073,2024-05-01,2024-05-31,501.99,115.75,101.54,Pagado,0
CL0073,2024-06-08,2024-07-08,542.42,132.21,101.29,Pendiente,791
CL0074,2024-01-02,2024-02-01,816.8,201.81,109.85,Pendiente,949
CL0074,2024-02-02,2024-03-03,670.1,166.38,162.47,Pagado,0
CL0074,2024-03-06,2024-04-05,179.72,57.0,44.59,Pendiente,885
CL0074,2024-04-06,2024-05-06,742.32,188.4,97.59,Pendiente,854
CL0074,2024-05-04,2024-06-03,723.85,174.18,153.72,Pagado,0
CL0074,2024-06-03,2024-07-03,729.51,181.59,163.82,Pagado,0
CL0075,2024-01-08,2024-02-07,603.24,117.08,67.04,Pendiente,943
CL0075,2024-02-09,2024-03-10,608.97,107.75,95.19,Pagado,0
CL0075,2024-03-08,2024-04-07,343.24,76.08,68.21,Pagado,0
CL0075,2024-04-04,2024-05-04,519.67,87.14,56.09,Pendiente,856
CL0075,2024-05-05,2024-06-04,551.78,102.25,97.01,Pagado,0
CL0075,2024-06-05,2024-07-05,684.5,127.69,66.69,Pendiente,794
CL0076,2024-01-05,2024-02-04,379.49,75.09,53.83,Pendiente,946
CL0076,2024-02-02,2024-03-03,693.7,122.29,68.95,Pendiente,918
CL0076,2024-03-10,2024-04-09,377.51,82.75,76.5,Pagado,0
CL0076,2024-04-03,2024-05-03,321.95,59.75,57.85,Pagado,0
CL0076,2024-05-09,2024-06-08,236.71,62.94,33.9,Pendiente,821
CL0076,2024-06-07,2024-07-07,556.62,106.88,77.3,Pendiente,792
CL0077,2024-01-03,2024-02-02,287.6,70.04,65.37,Pagado,0
CL0077,2024-02-04,2024-03-05,646.55,126.65,78.23,Pendiente,916
CL0077,2024-03-09,2024-04-08,311.71,82.35,47.21,Pendiente,882
CL0077,2024-04-06,2024-05-06,371.44,94.84,48.38,Pendiente,854
CL0077,2024-05-09,2024-06-08,445.53,90.38,87.38,Pagado,0
CL0077,2024-06-06,2024-07-06,295.9,81.12,42.05,Pendiente,793
CL0078,2024-01-07,2024-02-06,841.4,235.17,206.19,Pagado,0
CL0078,2024-02-07,2024-03-08,568.17,159.46,109.45,Pendiente,913
CL0078,2024-03-02,2024-04-01,532.83,145.55,109.23,Pendiente,889
CL0078,2024-04-01,2024-05-01,728.12,201.56,112.45,Pendiente,859
CL0078,2024-05-03,2024-06-02,363.64,109.48,105.34,Pagado,0
CL0078,2024-06-01,2024-07-01,349.32,111.74,61.83,Pendiente,798
CL0079,2024-01-07,2024-02-06,310.62,76.09,42.15,Pendiente,944
CL0079,2024-02-08,2024-03-09,584.2,151.22,99.29,Pendiente,912
CL0079,2024-03-10,2024-04-09,705.32,178.77,89.52,Pendiente,881
CL0079,2024-04-01,2024-05-01,477.34,116.17,108.78,Pagado,0
CL0079,2024-05-06,2024-06-05,266.19,85.27,53.27,Pendiente,824
CL0079,2024-06-06,2024-07-06,472.58,118.93,66.3,Pendiente,793
CL0080,2024-01-06,2024-02-05,366.66,69.7,45.78,Pendiente,945
CL0080,2024-02-07,2024-03-08,662.82,119.84,88.95,Pendiente,913
CL0080,2024-03-09,2024-04-08,497.62,90.65,88.95,Pagado,0
CL0080,2024-04-04,2024-05-04,676.16,124.52,70.88,Pendiente,856
CL0080,2024-05-02,2024-06-01,347.17,70.84,59.17,Pagado,0
CL0080,2024-06-04,2024-07-04,687.04,114.19,88.73,Pendiente,795
CL0081,2024-01-04,2024-02-03,762.89,123.69,75.09,Pendiente,947
CL0081,2024-02-01,2024-03-02,638.62,103.85,94.21,Pagado,0
CL0081,2024-03-02,2024-04-01,627.24,101.06,96.76,Pagado,0
CL0081,2024-04-04,2024-05-04,288.74,51.01,44.76,Pagado,0
CL0081,2024-05-02,2024-06-01,557.7,89.81,64.71,Pendiente,828
CL0081,2024-05-31,2024-06-30,541.39,100.1,93.36,Pagado,0
CL0082,2024-01-05,2024-02-04,658.48,190.78,110.57,Pendiente,946
CL0082,2024-02-03,2024-03-04,751.13,206.33,154.24,Pendiente,917
CL0082,2024-03-03,2024-04-02,250.36,90.39,51.02,Pendiente,888
CL0082,2024-04-09,2024-05-09,900.98,232.28,135.45,Pendiente,851
CL0082,2024-05-04,2024-06-03,594.65,172.78,94.79,Pendiente,826
CL0082,2024-06-08,2024-07-08,706.95,192.81,153.5,Pendiente,791
CL0083,2024-01-02,2024-02-01,613.66,98.25,88.76,Pagado,0
CL0083,2024-02-09,2024-03-10,701.18,110.73,96.34,Pagado,0
CL0083,2024-03-05,2024-04-04,561.4,105.25,85.11,Pagado,0
CL0083,2024-04-09,2024-05-09,200.79,36.1,35.49,Pagado,0
CL0083,2024-05-05,2024-06-04,551.58,104.24,56.75,Pendiente,825
CL0083,2024-06-02,2024-07-02,310.82,70.62,46.48,Pendiente,797
CL0084,2024-01-05,2024-02-04,741.28,119.97,104.32,Pagado,0
CL0084,2024-02-04,2024-03-05,390.12,69.94,49.3,Pendiente,916
CL0084,2024-03-09,2024-04-08,609.16,116.88,92.59,Pendiente,882
CL0084,2024-04-04,2024-05-04,265.74,47.04,33.01,Pendiente,856
CL0084,2024-05-01,2024-05-31,260.61,50.17,46.38,Pagado,0
CL0084,2024-06-03,2024-07-03,329.3,77.96,76.78,Pagado,0
CL0085,2024-01-05,2024-02-04,574.65,140.31,107.88,Pendiente,946
CL0085,2024-02-07,2024-03-08,437.72,105.95,89.54,Pagado,0
CL0085,2024-03-04,2024-04-03,392.5,101.08,67.02,Pendiente,887
CL0085,2024-04-01,2024-05-01,341.89,86.01,83.09,Pagado,0
CL0085,2024-05-04,2024-06-03,517.92,134.71,68.14,Pendiente,826
CL0085,2024-06-04,2024-07-04,372.14,109.29,89.94,Pagado,0
CL0086,2024-01-02,2024-02-01,600.92,156.86,105.41,Pendiente,949
CL0086,2024-02-01,2024-03-02,359.28,98.22,83.99,Pagado,0
CL0086,2024-03-08,2024-04-07,535.35,137.23,69.6,Pendiente,883
CL0086,2024-04-02,2024-05-02,608.79,145.41,98.0,Pendiente,858
CL0086,2024-05-05,2024-06-04,239.84,75.39,59.22,Pendiente,825
CL0086,2024-06-08,2024-07-08,785.14,184.02,147.97,Pagado,0
CL0087,2024-01-07,2024-02-06,325.36,59.96,42.72,Pendiente,944
CL0087,2024-02-05,2024-03-06,555.32,110.03,75.5,Pendiente,915
CL0087,2024-03-02,2024-04-01,411.2,70.44,68.42,Pagado,0
CL0087,2024-04-01,2024-05-01,897.74,160.76,86.15,Pendiente,859
CL0087,2024-05-04,2024-06-03,683.44,119.6,94.89,Pendiente,826
CL0087,2024-06-08,2024-07-08,658.46,114.21,111.67,Pagado,0
CL0088,2024-01-08,2024-02-07,270.37,77.96,71.93,Pagado,0
CL0088,2024-02-01,2024-03-02,610.96,141.84,72.56,Pendiente,919
CL0088,2024-03-09,2024-04-08,448.88,112.28,89.16,Pendiente,882
CL0088,2024-04-06,2024-05-06,173.07,62.36,58.54,Pagado,0
CL0088,2024-05-04,2024-06-03,584.12,138.86,89.95,Pendiente,826
CL0088,2024-06-08,2024-07-08,297.27,88.97,66.5,Pendiente,791
CL0089,2024-01-03,2024-02-02,392.89,82.23,65.02,Pendiente,948
CL0089,2024-02-05,2024-03-06,498.23,92.47,79.6,Pagado,0
CL0089,2024-03-10,2024-04-09,602.82,95.62,64.54,Pendiente,881
CL0089,2024-04-01,2024-05-01,305.2,59.61,30.41,Pendiente,859
CL0089,2024-05-06,2024-06-05,702.82,115.12,89.66,Pendiente,824
CL0089,2024-06-01,2024-07-01,386.87,77.83,68.03,Pagado,0
CL0090,2024-01-02,2024-02-01,628.15,164.35,133.58,Pagado,0
CL0090,2024-02-01,2024-03-02,497.17,126.65,124.06,Pagado,0
CL0090,2024-03-05,2024-04-04,185.38,49.68,33.52,Pendiente,886
CL0090,2024-04-01,2024-05-01,216.13,57.44,40.05,Pendiente,859
CL0090,2024-05-01,2024-05-31,367.76,97.32,68.4,Pendiente,829
CL0090,2024-06-03,2024-07-03,719.49,176.1,113.82,Pendiente,796
CL0091,2024-01-02,2024-02-01,646.82,106.67,65.8,Pendiente,949
CL0091,2024-02-05,2024-03-06,386.76,71.67,67.6,Pagado,0
CL0091,2024-03-04,2024-04-03,870.01,135.76,135.06,Pagado,0
CL0091,2024-04-09,2024-05-09,657.73,109.76,78.27,Pendiente,851
CL0091,2024-05-01,2024-05-31,749.54,139.63,128.24,Pagado,0
CL0091,2024-05-31,2024-06-30,304.19,74.08,48.63,Pendiente,799
CL0092,2024-01-10,2024-02-09,466.11,107.75,62.16,Pendiente,941
CL0092,2024-02-09,2024-03-10,716.64,174.49,134.81,Pendiente,911
CL0092,2024-03-04,2024-04-03,776.61,181.28,97.97,Pendiente,887
CL0092,2024-04-07,2024-05-07,206.22,66.47,52.43,Pendiente,853
CL0092,2024-05-01,2024-05-31,623.26,146.0,138.34,Pagado,0
CL0092,2024-06-08,2024-07-08,643.2,169.35,138.33,Pagado,0
CL0093,2024-01-09,2024-02-08,198.82,59.16,43.13,Pendiente,942
CL0093,2024-02-01,2024-03-02,628.66,173.42,99.13,Pendiente,919
CL0093,2024-03-10,2024-04-09,275.37,98.74,91.08,Pagado,0
CL0093,2024-04-02,2024-05-02,414.81,131.73,120.0,Pagado,0
CL0093,2024-05-07,2024-06-06,695.96,203.0,185.38,Pagado,0
CL0093,2024-06-01,2024-07-01,241.13,85.04,68.44,Pagado,0
CL0094,2024-01-05,2024-02-04,270.02,53.86,31.4,Pendiente,946
CL0094,2024-02-09,2024-03-10,391.19,71.25,51.42,Pendiente,911
CL0094,2024-03-08,2024-04-07,370.98,78.82,67.73,Pagado,0
CL0094,2024-04-08,2024-05-08,259.38,51.85,46.28,Pagado,0
CL0094,2024-05-02,2024-06-01,351.96,57.83,47.12,Pagado,0
CL0094,2024-06-06,2024-07-06,267.89,47.76,42.02,Pagado,0
CL0095,2024-01-08,2024-02-07,259.08,66.57,45.18,Pendiente,943
CL0095,2024-02-01,2024-03-02,548.53,143.07,135.05,Pagado,0
CL0095,2024-03-06,2024-04-05,305.74,94.33,71.95,Pendiente,885
CL0095,2024-04-04,2024-05-04,668.74,174.25,149.36,Pagado,0
CL0095,2024-05-04,2024-06-03,598.54,144.38,125.41,Pagado,0
CL0095,2024-06-07,2024-07-07,560.55,136.2,73.26,Pendiente,792
CL0096,2024-01-02,2024-02-01,895.06,163.48,101.94,Pendiente,949
CL0096,2024-02-07,2024-03-08,231.81,50.45,28.14,Pendiente,913
CL0096,2024-03-08,2024-04-07,261.68,62.89,43.64,Pendiente,883
CL0096,2024-04-01,2024-05-01,644.86,126.29,96.72,Pendiente,859
CL0096,2024-05-06,2024-06-05,561.85,101.57,71.78,Pendiente,824
CL0096,2024-05-31,2024-06-30,317.86,66.04,33.96,Pendiente,799
CL0097,2024-01-06,2024-02-05,716.88,158.59,106.19,Pendiente,945
CL0097,2024-02-04,2024-03-05,473.75,90.74,85.35,Pagado,0
CL0097,2024-03-07,2024-04-06,556.3,112.32,101.0,Pagado,0
CL0097,2024-04-07,2024-05-07,415.93,99.35,93.45,Pagado,0
CL0097,2024-05-02,2024-06-01,322.3,76.76,73.19,Pagado,0
CL0097,2024-06-08,2024-07-08,456.54,107.85,89.28,Pagado,0
CL0098,2024-01-06,2024-02-05,460.65,137.03,69.14,Pendiente,945
CL0098,2024-02-08,2024-03-09,608.05,174.67,91.73,Pendiente,912
CL0098,2024-03-02,2024-04-01,486.95,127.18,116.25,Pagado,0
CL0098,2024-04-04,2024-05-04,357.05,95.43,66.9,Pendiente,856
CL0098,2024-05-08,2024-06-07,371.75,98.76,95.6,Pagado,0
CL0098,2024-06-05,2024-07-05,457.61,129.15,101.75,Pendiente,794
CL0099,2024-01-09,2024-02-08,374.31,96.36,60.55,Pendiente,942
CL0099,2024-02-08,2024-03-09,304.13,96.34,71.04,Pendiente,912
CL0099,2024-03-10,2024-04-09,418.15,106.34,97.04,Pagado,0
CL0099,2024-04-06,2024-05-06,688.92,163.04,91.51,Pendiente,854
CL0099,2024-05-04,2024-06-03,378.87,97.79,85.48,Pagado,0
CL0099,2024-06-06,2024-07-06,420.32,112.89,68.01,Pendiente,793
CL0100,2024-01-10,2024-02-09,387.48,102.96,87.65,Pagado,0
CL0100,2024-02-03,2024-03-04,712.67,193.64,191.28,Pagado,0
CL0100,2024-03-05,2024-04-04,390.38,110.32,66.55,Pendiente,886
CL0100,2024-04-05,2024-05-05,224.96,62.71,35.04,Pendiente,855
CL0100,2024-05-04,2024-06-03,776.94,222.2,173.83,Pendiente,826
CL0100,2024-06-02,2024-07-02,687.19,192.63,174.59,Pagado,0
CL0101,2024-01-07,2024-02-06,725.1,189.02,113.38,Pendiente,944
CL0101,2024-02-04,2024-03-05,451.43,110.1,87.0,Pendiente,916
CL0101,2024-03-10,2024-04-09,437.94,107.78,54.73,Pendiente,881
CL0101,2024-04-02,2024-05-02,546.48,148.78,81.35,Pendiente,858
CL0101,2024-05-09,2024-06-08,326.32,94.85,83.29,Pagado,0
CL0101,2024-05-31,2024-06-30,192.56,63.96,57.36,Pagado,0
CL0102,2024-01-02,2024-02-01,584.7,107.17,55.55,Pendiente,949
CL0102,2024-02-04,2024-03-05,346.65,81.38,64.38,Pendiente,916
CL0102,2024-03-07,2024-04-06,376.31,75.33,61.72,Pagado,0
CL0102,2024-04-08,2024-05-08,262.09,49.2,41.61,Pagado,0
CL0102,2024-05-09,2024-06-08,255.77,49.14,36.47,Pendiente,821
CL0102,2024-06-07,2024-07-07,275.65,55.82,47.45,Pagado,0
CL0103,2024-01-05,2024-02-04,433.31,99.1,72.77,Pendiente,946
CL0103,2024-02-02,2024-03-03,281.57,70.85,54.49,Pendiente,918
CL0103,2024-03-09,2024-04-08,667.49,133.59,89.77,Pendiente,882
CL0103,2024-04-04,2024-05-04,460.65,90.59,60.94,Pendiente,856
CL0103,2024-05-01,2024-05-31,458.46,92.31,46.88,Pendiente,829
CL0103,2024-06-06,2024-07-06,637.38,123.55,111.92,Pagado,0
CL0104,2024-01-03,2024-02-02,422.97,99.96,79.3,Pendiente,948
CL0104,2024-02-04,2024-03-05,565.76,136.05,122.87,Pagado,0
CL0104,2024-03-03,2024-04-02,430.56,109.4,92.27,Pagado,0
CL0104,2024-04-03,2024-05-03,450.48,114.04,72.52,Pendiente,857
CL0104,2024-05-01,2024-05-31,560.37,151.73,120.15,Pendiente,829
CL0104,2024-05-31,2024-06-30,669.34,169.95,86.6,Pendiente,799
CL0105,2024-01-10,2024-02-09,270.46,49.09,43.5,Pagado,0
CL0105,2024-02-09,2024-03-10,846.37,141.24,110.62,Pendiente,911
CL0105,2024-03-04,2024-04-03,749.48,140.79,88.93,Pendiente,887
CL0105,2024-04-06,2024-05-06,300.07,54.07,42.69,Pendiente,854
CL0105,2024-05-03,2024-06-02,203.05,56.04,28.95,Pendiente,827
CL0105,2024-06-06,2024-07-06,217.02,58.02,39.56,Pendiente,793
CL0106,2024-01-10,2024-02-09,356.85,96.07,63.75,Pendiente,941
CL0106,2024-02-08,2024-03-09,411.41,124.39,62.57,Pendiente,912
CL0106,2024-03-05,2024-04-04,764.34,213.86,115.1,Pendiente,886
CL0106,2024-04-08,2024-05-08,418.45,114.14,98.7,Pagado,0
CL0106,2024-05-02,2024-06-01,328.22,93.57,88.41,Pagado,0
CL0106,2024-06-07,2024-07-07,245.31,71.33,53.86,Pendiente,792
CL0107,2024-01-08,2024-02-07,331.96,72.78,38.25,Pendiente,943
CL0107,2024-02-09,2024-03-10,255.57,65.3,62.92,Pagado,0
CL0107,2024-03-08,2024-04-07,566.03,112.59,71.47,Pendiente,883
CL0107,2024-04-06,2024-05-06,352.85,83.57,74.39,Pagado,0
CL0107,2024-05-08,2024-06-07,228.24,50.58,26.62,Pendiente,822
CL0107,2024-06-02,2024-07-02,405.44,79.7,60.68,Pendiente,797
CL0108,2024-01-04,2024-02-03,569.45,151.01,147.63,Pagado,0
CL0108,2024-02-01,2024-03-02,335.05,97.87,88.49,Pagado,0
CL0108,2024-03-02,2024-04-01,866.13,245.32,184.38,Pendiente,889
CL0108,2024-04-03,2024-05-03,446.69,129.93,115.34,Pagado,0
CL0108,2024-05-02,2024-06-01,427.21,113.19,89.45,Pendiente,828
CL0108,2024-06-01,2024-07-01,645.91,185.79,161.19,Pagado,0
CL0109,2024-01-06,2024-02-05,548.6,142.56,134.98,Pagado,0
CL0109,2024-02-09,2024-03-10,750.97,195.78,154.91,Pendiente,911
CL0109,2024-03-08,2024-04-07,196.19,64.92,56.72,Pagado,0
CL0109,2024-04-02,2024-05-02,416.3,126.6,64.47,Pendiente,858
CL0109,2024-05-09,2024-06-08,237.42,80.0,62.27,Pendiente,821
CL0109,2024-06-01,2024-07-01,746.3,205.33,193.12,Pagado,0
CL0110,2024-01-05,2024-02-04,461.85,77.66,76.27,Pagado,0
CL0110,2024-02-07,2024-03-08,822.54,138.71,82.31,Pendiente,913
CL0110,2024-03-03,2024-04-02,205.74,44.54,27.5,Pendiente,888
CL0110,2024-04-06,2024-05-06,663.19,110.87,86.75,Pendiente,854
CL0110,2024-05-04,2024-06-03,667.21,111.23,88.7,Pendiente,826
CL0110,2024-06-04,2024-07-04,383.69,79.96,66.91,Pagado,0
CL0111,2024-01-08,2024-02-07,636.67,163.96,136.51,Pagado,0
CL0111,2024-02-03,2024-03-04,404.58,103.03,102.74,Pagado,0
CL0111,2024-03-04,2024-04-03,336.44,92.95,64.2,Pendiente,887
CL0111,2024-04-06,2024-05-06,750.89,174.94,124.52,Pendiente,854
CL0111,2024-05-06,2024-06-05,580.68,141.25,76.7,Pendiente,824
CL0111,2024-06-04,2024-07-04,339.6,89.0,65.38,Pendiente,795
CL0112,2024-01-02,2024-02-01,578.03,109.45,82.34,Pendiente,949
CL0112,2024-02-02,2024-03-03,205.8,58.26,37.91,Pendiente,918
CL0112,2024-03-10,2024-04-09,439.78,85.2,44.53,Pendiente,881
CL0112,2024-04-06,2024-05-06,245.65,65.61,55.42,Pagado,0
CL0112,2024-05-05,2024-06-04,171.09,32.26,22.66,Pendiente,825
CL0112,2024-06-06,2024-07-06,589.54,98.77,83.13,Pagado,0
CL0113,2024-01-03,2024-02-02,590.03,132.8,92.42,Pendiente,948
CL0113,2024-02-09,2024-03-10,525.0,113.02,101.99,Pagado,0
CL0113,2024-03-07,2024-04-06,689.86,143.55,136.1,Pagado,0
CL0113,2024-04-04,2024-05-04,317.62,86.73,69.81,Pagado,0
CL0113,2024-05-01,2024-05-31,475.68,100.97,80.95,Pagado,0
CL0113,2024-06-02,2024-07-02,582.78,124.24,118.66,Pagado,0
CL0114,2024-01-07,2024-02-06,898.71,175.7,118.14,Pendiente,944
CL0114,2024-02-05,2024-03-06,395.38,82.26,63.97,Pendiente,915
CL0114,2024-03-02,2024-04-01,214.28,51.26,27.55,Pendiente,889
CL0114,2024-04-01,2024-05-01,543.43,125.93,92.25,Pendiente,859
CL0114,2024-05-03,2024-06-02,295.03,65.71,53.33,Pagado,0
CL0114,2024-06-08,2024-07-08,230.8,50.83,37.4,Pendiente,791
CL0115,2024-01-06,2024-02-05,628.88,122.16,82.88,Pendiente,945
CL0115,2024-02-02,2024-03-03,459.22,89.47,84.15,Pagado,0
CL0115,2024-03-09,2024-04-08,194.4,59.86,32.19,Pendiente,882
CL0115,2024-04-01,2024-05-01,670.34,146.59,118.87,Pagado,0
CL0115,2024-05-07,2024-06-06,434.11,107.93,102.93,Pagado,0
CL0115,2024-06-05,2024-07-05,525.46,122.72,111.07,Pagado,0
CL0116,2024-01-09,2024-02-08,330.08,83.64,65.39,Pendiente,942
CL0116,2024-02-06,2024-03-07,443.15,105.53,101.39,Pagado,0
CL0116,2024-03-05,2024-04-04,889.3,168.66,132.6,Pendiente,886
CL0116,2024-04-08,2024-05-08,519.58,104.79,79.17,Pendiente,852
CL0116,2024-05-07,2024-06-06,663.26,131.01,114.49,Pagado,0
CL0116,2024-06-03,2024-07-03,519.0,101.43,88.79,Pagado,0
CL0117,2024-01-04,2024-02-03,843.37,223.42,163.58,Pendiente,947
CL0117,2024-02-09,2024-03-10,543.54,159.32,122.94,Pendiente,911
CL0117,2024-03-09,2024-04-08,206.98,75.97,61.23,Pagado,0
CL0117,2024-04-07,2024-05-07,262.21,82.58,71.72,Pagado,0
CL0117,2024-05-08,2024-06-07,520.69,153.19,129.76,Pagado,0
CL0117,2024-05-31,2024-06-30,374.41,118.94,59.81,Pendiente,799
CL0118,2024-01-09,2024-02-08,377.6,89.51,59.1,Pendiente,942
CL0118,2024-02-08,2024-03-09,844.29,172.8,90.06,Pendiente,912
CL0118,2024-03-09,2024-04-08,698.62,132.13,117.94,Pagado,0
CL0118,2024-04-02,2024-05-02,381.87,91.33,52.78,Pendiente,858
CL0118,2024-05-07,2024-06-06,561.47,116.72,65.88,Pendiente,823
CL0118,2024-06-07,2024-07-07,690.12,139.61,94.37,Pendiente,792
CL0119,2024-01-10,2024-02-09,460.38,113.75,66.28,Pendiente,941
CL0119,2024-02-03,2024-03-04,499.99,120.95,95.92,Pendiente,917
CL0119,2024-03-09,2024-04-08,602.28,155.4,103.88,Pendiente,882
CL0119,2024-04-03,2024-05-03,285.59,91.24,81.46,Pagado,0
CL0119,2024-05-02,2024-06-01,670.27,165.67,143.1,Pagado,0
CL0119,2024-06-05,2024-07-05,325.75,89.67,75.39,Pagado,0
CL0120,2024-01-09,2024-02-08,404.31,71.72,70.15,Pagado,0
CL0120,2024-02-02,2024-03-03,410.2,72.78,68.28,Pagado,0
CL0120,2024-03-06,2024-04-05,760.19,136.95,118.47,Pagado,0
CL0120,2024-04-06,2024-05-06,252.94,50.56,48.37,Pagado,0
CL0120,2024-05-07,2024-06-06,598.66,101.65,73.56,Pendiente,823
CL0120,2024-06-07,2024-07-07,392.69,84.1,52.06,Pendiente,792
