id_cliente,fecha,consumo_kwh,tipo_lectura
CL0023,2024-01-18,19.78,Real
CL0023,2024-01-19,23.34,Real
CL0023,2024-01-20,18.11,Real
CL0023,2024-01-21,22.7,Real
CL0023,2024-01-22,15.17,Real
CL0023,2024-01-23,11.89,Real
CL0023,2024-01-24,15.1,Real
CL0023,2024-01-25,18.9,Real
CL0023,2024-01-26,7.75,Real
CL0023,2024-01-27,27.25,Real
CL0023,2024-01-28,21.16,Real
CL0023,2024-01-29,24.24,Real
CL0023,2024-01-30,12.3,Real
CL0023,2024-01-31,10.2,Real
CL0023,2024-02-01,15.15,Real
CL0023,2024-02-02,13.35,Real
CL0023,2024-02-03,23.5,Real
CL0023,2024-02-04,15.9,Real
CL0023,2024-02-05,7.21,Real
CL0023,2024-02-06,22.64,Real
CL0023,2024-02-07,12.35,Real
CL0023,2024-02-08,12.13,Real
CL0023,2024-02-09,10.88,Real
CL0023,2024-02-10,15.4,Real
CL0023,2024-02-11,23.0,Real
CL0023,2024-02-12,8.02,Real
CL0023,2024-02-13,8.38,Estimada
CL0023,2024-02-14,13.8,Real
CL0023,2024-02-15,21.71,Real
CL0023,2024-02-16,16.58,Real
CL0023,2024-02-17,26.2,Real
CL0023,2024-02-18,17.77,Real
CL0023,2024-02-19,22.41,Real
CL0023,2024-02-20,17.11,Real
CL0023,2024-02-21,19.59,Real
CL0023,2024-02-22,13.04,Real
CL0023,2024-02-23,10.11,Real
CL0023,2024-02-24,24.69,Real
CL0023,2024-02-25,19.67,Real
CL0023,2024-02-26,14.48,Real
CL0023,2024-02-27,13.45,Real
CL0023,2024-02-28,11.66,Real
CL0023,2024-02-29,12.51,Real
CL0023,2024-03-01,17.71,Real
CL0023,2024-03-02,27.24,Real
CL0023,2024-03-03,26.18,Real
CL0023,2024-03-04,16.38,Real
CL0023,2024-03-05,13.93,Real
CL0023,2024-03-06,15.25,Real
CL0023,2024-03-07,14.61,Real
CL0023,2024-03-08,14.38,Real
CL0023,2024-03-09,19.79,Real
CL0023,2024-03-10,21.88,Real
CL0023,2024-03-11,12.14,Real
CL0023,2024-03-12,11.59,Real
CL0023,2024-03-13,14.37,Real
CL0023,2024-03-14,15.37,Real
CL0023,2024-03-15,9.21,Real
CL0023,2024-03-16,26.36,Real
CL0023,2024-03-17,17.51,Real
CL0023,2024-03-18,3.36,Real
CL0023,2024-03-19,15.01,Real
CL0023,2024-03-20,20.17,Real
CL0023,2024-03-21,14.42,Real
CL0023,2024-03-22,20.19,Real
CL0023,2024-03-23,16.84,Real
CL0023,2024-03-24,19.94,Real
CL0023,2024-03-25,11.72,Estimada
CL0023,2024-03-26,10.16,Real
CL0023,2024-03-27,8.22,Real
CL0023,2024-03-28,13.67,Real
CL0023,2024-03-29,10.95,Estimada
CL0023,2024-03-30,12.18,Estimada
CL0023,2024-03-31,21.01,Real
CL0023,2024-04-01,19.22,Real
CL0023,2024-04-02,13.75,Real
CL0023,2024-04-03,18.2,Real
CL0023,2024-04-04,15.92,Real
CL0023,2024-04-05,14.71,Real
CL0023,2024-04-06,20.94,Real
CL0023,2024-04-07,19.1,Real
CL0023,2024-04-08,13.48,Real
CL0023,2024-04-09,9.57,Real
CL0023,2024-04-10,14.96,Real
CL0023,2024-04-11,5.47,Real
CL0023,2024-04-12,20.32,Real
CL0023,2024-04-13,25.9,Real
CL0023,2024-04-14,13.32,Real
CL0023,2024-04-15,10.45,Real
CL0023,2024-04-16,15.49,Real
CL0023,2024-04-17,17.52,Real
CL0023,2024-04-18,19.43,Real
CL0023,2024-04-19,5.84,Real
CL0023,2024-04-20,20.25,Real
CL0023,2024-04-21,22.9,Real
CL0023,2024-04-22,13.31,Real
CL0023,2024-04-23,13.5,Real
CL0023,2024-04-24,11.1,Estimada
CL0023,2024-04-25,13.98,Real
CL0023,2024-04-26,12.04,Real
CL0023,2024-04-27,24.69,Real
CL0023,2024-04-28,17.57,Real
CL0023,2024-04-29,14.89,Real
CL0023,2024-04-30,19.16,Real
CL0023,2024-05-01,7.09,Real
CL0023,2024-05-02,17.51,Real
CL0023,2024-05-03,18.07,Real
CL0023,2024-05-04,27.61,Real
CL0023,2024-05-05,27.51,Real
CL0023,2024-05-06,20.34,Real
CL0023,2024-05-07,11.84,Real
CL0023,2024-05-08,19.27,Real
CL0023,2024-05-09,11.71,Real
CL0023,2024-05-10,18.62,Real
CL0023,2024-05-11,24.46,Real
CL0023,2024-05-12,23.87,Real
CL0023,2024-05-13,13.59,Real
CL0023,2024-05-14,9.06,Estimada
CL0023,2024-05-15,11.97,Real
CL0023,2024-05-16,10.03,Real
CL0023,2024-05-17,24.07,Real
CL0023,2024-05-18,23.43,Real
CL0023,2024-05-19,24.6,Real
CL0023,2024-05-20,15.81,Real
CL0023,2024-05-21,14.14,Real
CL0023,2024-05-22,16.62,Estimada
CL0023,2024-05-23,9.58,Real
CL0023,2024-05-24,18.39,Real
CL0023,2024-05-25,25.8,Real
CL0023,2024-05-26,21.43,Real
CL0023,2024-05-27,9.26,Real
CL0023,2024-05-28,15.84,Real
CL0023,2024-05-29,15.33,Real
CL0023,2024-05-30,13.99,Real
CL0023,2024-05-31,17.84,Real
CL0023,2024-06-01,23.43,Real
CL0023,2024-06-02,27.94,Real
CL0023,2024-06-03,19.33,Real
CL0023,2024-06-04,25.44,Real
CL0023,2024-06-05,24.16,Real
CL0023,2024-06-06,22.45,Real
CL0023,2024-06-07,17.53,Real
CL0023,2024-06-08,25.19,Real
CL0023,2024-06-09,34.07,Real
CL0023,2024-06-10,21.12,Real
CL0023,2024-06-11,14.93,Real
CL0023,2024-06-12,18.3,Real
CL0023,2024-06-13,25.82,Real
CL0023,2024-06-14,16.71,Real
CL0023,2024-06-15,27.44,Real
CL0023,2024-06-16,25.83,Real
CL0023,2024-06-17,22.26,Real
CL0023,2024-06-18,19.8,Real
CL0023,2024-06-19,20.98,Real
CL0023,2024-06-20,28.47,Real
CL0023,2024-06-21,25.24,Real
CL0023,2024-06-22,26.22,Real
CL0023,2024-06-23,29.96,Real
CL0023,2024-06-24,24.45,Real
CL0023,2024-06-25,17.03,Real
CL0023,2024-06-26,21.59,Real
CL0023,2024-06-27,15.62,Real
CL0023,2024-06-28,15.93,Real
CL0024,2024-01-01,71.13,Real
CL0024,2024-01-02,85.85,Real
CL0024,2024-01-03,47.01,Real
CL0024,2024-01-04,65.43,Real
CL0024,2024-01-05,70.32,Real
CL0024,2024-01-06,53.21,Real
CL0024,2024-01-07,41.57,Real
CL0024,2024-01-08,72.36,Real
CL0024,2024-01-09,71.2,Real
CL0024,2024-01-10,86.95,Real
CL0024,2024-01-11,60.85,Real
CL0024,2024-01-12,73.81,Estimada
CL0024,2024-01-13,39.84,Real
CL0024,2024-01-14,83.51,Real
CL0024,2024-01-15,50.19,Real
CL0024,2024-01-16,86.42,Real
CL0024,2024-01-17,78.03,Real
CL0024,2024-01-18,64.43,Real
CL0024,2024-01-19,78.57,Real
CL0024,2024-01-20,72.36,Real
CL0024,2024-01-21,31.38,Real
CL0024,2024-01-22,93.49,Real
CL0024,2024-01-23,53.63,Real
CL0024,2024-01-24,82.81,Real
CL0024,2024-01-25,50.17,Real
CL0024,2024-01-26,63.2,Estimada
CL0024,2024-01-27,44.68,Real
CL0024,2024-01-28,61.51,Estimada
CL0024,2024-01-29,70.14,Real
CL0024,2024-01-30,64.02,Estimada
CL0024,2024-01-31,76.66,Real
CL0024,2024-02-01,37.35,Real
CL0024,2024-02-02,37.93,Estimada
CL0024,2024-02-03,39.01,Estimada
CL0024,2024-02-04,19.26,Real
CL0024,2024-02-05,36.48,Estimada
CL0024,2024-02-06,58.97,Real
CL0024,2024-02-07,83.86,Real
CL0024,2024-02-08,43.29,Real
CL0024,2024-02-09,70.99,Real
CL0024,2024-02-10,55.9,Real
CL0024,2024-02-11,39.23,Real
CL0024,2024-02-12,55.32,Real
CL0024,2024-02-13,60.69,Real
CL0024,2024-02-14,76.66,Real
CL0024,2024-02-15,66.38,Real
CL0024,2024-02-16,45.14,Real
CL0024,2024-02-17,35.12,Real
CL0024,2024-02-18,51.12,Real
CL0024,2024-02-19,47.21,Real
CL0024,2024-02-20,51.6,Real
CL0024,2024-02-21,36.32,Estimada
CL0024,2024-02-22,62.2,Real
CL0024,2024-02-23,53.01,Real
CL0024,2024-02-24,67.28,Real
CL0024,2024-02-25,38.88,Real
CL0024,2024-02-26,59.67,Real
CL0024,2024-02-27,52.48,Real
CL0024,2024-02-28,81.54,Real
CL0024,2024-02-29,56.72,Real
CL0024,2024-03-01,31.09,Real
CL0024,2024-03-02,52.62,Real
CL0024,2024-03-03,28.67,Real
CL0024,2024-03-04,82.47,Real
CL0024,2024-03-05,48.91,Real
CL0024,2024-03-06,60.24,Real
CL0024,2024-03-07,52.19,Real
CL0024,2024-03-08,51.1,Real
CL0024,2024-03-09,41.77,Estimada
CL0024,2024-03-10,48.95,Real
CL0024,2024-03-11,58.97,Real
CL0024,2024-03-12,71.99,Real
CL0024,2024-03-13,50.58,Estimada
CL0024,2024-03-14,58.24,Estimada
CL0024,2024-03-15,52.12,Real
CL0024,2024-03-16,30.09,Real
CL0024,2024-03-17,20.07,Real
CL0024,2024-03-18,86.14,Real
CL0024,2024-03-19,32.1,Real
CL0024,2024-03-20,69.79,Real
CL0024,2024-03-21,65.75,Real
CL0024,2024-03-22,88.62,Real
CL0024,2024-03-23,34.72,Real
CL0024,2024-03-24,46.86,Real
CL0024,2024-03-25,31.85,Real
CL0024,2024-03-26,46.31,Real
CL0024,2024-03-27,59.13,Real
CL0024,2024-03-28,40.08,Real
CL0024,2024-03-29,49.35,Real
CL0024,2024-03-30,30.14,Real
CL0024,2024-03-31,61.09,Real
CL0024,2024-04-01,57.01,Real
CL0024,2024-04-02,75.29,Real
CL0024,2024-04-03,50.97,Real
CL0024,2024-04-04,62.53,Real
CL0024,2024-04-05,24.11,Real
CL0024,2024-04-06,37.78,Real
CL0024,2024-04-07,30.71,Real
CL0024,2024-04-08,78.21,Real
CL0024,2024-04-09,78.87,Real
CL0024,2024-04-10,52.75,Real
CL0024,2024-04-11,42.94,Real
CL0024,2024-04-12,75.07,Real
CL0024,2024-04-13,61.76,Real
CL0024,2024-04-14,5.74,Real
CL0024,2024-04-15,60.84,Real
CL0024,2024-04-16,47.45,Real
CL0024,2024-04-17,54.43,Real
CL0024,2024-04-18,37.99,Real
CL0024,2024-04-19,48.77,Real
CL0024,2024-04-20,15.55,Real
CL0024,2024-04-21,29.61,Real
CL0024,2024-04-22,44.61,Real
CL0024,2024-04-23,58.69,Real
CL0024,2024-04-24,59.02,Real
CL0024,2024-04-25,45.5,Real
CL0024,2024-04-26,84.56,Real
CL0024,2024-04-27,43.45,Real
CL0024,2024-04-28,22.47,Real
CL0024,2024-04-29,55.85,Real
CL0024,2024-04-30,55.03,Real
CL0024,2024-05-01,81.05,Real
CL0024,2024-05-02,93.64,Estimada
CL0024,2024-05-03,86.36,Real
CL0024,2024-05-04,47.72,Estimada
CL0024,2024-05-05,47.83,Real
CL0024,2024-05-06,65.62,Real
CL0024,2024-05-07,57.13,Real
CL0024,2024-05-08,59.85,Real
CL0024,2024-05-09,36.25,Real
CL0024,2024-05-10,50.56,Real
CL0024,2024-05-11,61.76,Real
CL0024,2024-05-12,50.68,Real
CL0024,2024-05-13,67.4,Real
CL0024,2024-05-14,88.12,Real
CL0024,2024-05-15,68.68,Real
CL0024,2024-05-16,76.02,Real
CL0024,2024-05-17,84.34,Real
CL0024,2024-05-18,50.25,Real
CL0024,2024-05-19,36.57,Estimada
CL0024,2024-05-20,80.91,Real
CL0024,2024-05-21,82.09,Real
CL0024,2024-05-22,80.88,Real
CL0024,2024-05-23,80.24,Real
CL0024,2024-05-24,58.53,Real
CL0024,2024-05-25,34.24,Real
CL0024,2024-05-26,25.72,Real
CL0024,2024-05-27,89.48,Real
CL0024,2024-05-28,74.68,Estimada
CL0024,2024-05-29,71.22,Real
CL0024,2024-05-30,78.32,Estimada
CL0024,2024-05-31,57.34,Real
CL0024,2024-06-01,54.85,Real
CL0024,2024-06-02,63.74,Real
CL0024,2024-06-03,74.12,Real
CL0024,2024-06-04,80.5,Real
CL0024,2024-06-05,61.45,Real
CL0024,2024-06-06,84.03,Real
CL0024,2024-06-07,71.66,Real
CL0024,2024-06-08,59.62,Estimada
CL0024,2024-06-09,56.5,Real
CL0024,2024-06-10,68.78,Real
CL0024,2024-06-11,90.82,Real
CL0024,2024-06-12,82.91,Real
CL0024,2024-06-13,80.09,Real
CL0024,2024-06-14,106.88,Real
CL0024,2024-06-15,83.37,Estimada
CL0024,2024-06-16,91.33,Real
CL0024,2024-06-17,61.99,Real
CL0024,2024-06-18,91.52,Real
CL0024,2024-06-19,82.51,Real
CL0024,2024-06-20,70.54,Estimada
CL0024,2024-06-21,71.42,Real
CL0024,2024-06-22,69.06,Real
CL0024,2024-06-23,65.31,Real
CL0024,2024-06-24,63.43,Real
CL0024,2024-06-25,95.31,Real
CL0024,2024-06-26,49.9,Real
CL0024,2024-06-27,91.37,Real
CL0024,2024-06-28,79.51,Real
CL0025,2024-01-01,38.4,Real
CL0025,2024-01-02,36.82,Real
CL0025,2024-01-03,31.48,Real
CL0025,2024-01-04,45.19,Estimada
CL0025,2024-01-05,38.35,Real
CL0025,2024-01-06,26.38,Real
CL0025,2024-01-07,34.08,Real
CL0025,2024-01-08,38.63,Real
CL0025,2024-01-09,28.63,Estimada
CL0025,2024-01-10,34.42,Real
CL0025,2024-01-11,42.24,Estimada
CL0025,2024-01-12,32.95,Estimada
CL0025,2024-01-13,30.21,Real
CL0025,2024-01-14,23.17,Real
CL0025,2024-01-15,36.86,Real
CL0025,2024-01-16,39.95,Real
CL0025,2024-01-17,43.06,Real
CL0025,2024-01-18,45.06,Real
CL0025,2024-01-19,34.58,Estimada
CL0025,2024-01-20,27.83,Real
CL0025,2024-01-21,35.49,Real
CL0025,2024-01-22,36.94,Real
CL0025,2024-01-23,33.41,Real
CL0025,2024-01-24,40.19,Real
CL0025,2024-01-25,43.86,Real
CL0025,2024-01-26,48.5,Real
CL0025,2024-01-27,19.56,Real
CL0025,2024-01-28,20.36,Real
CL0025,2024-01-29,46.97,Real
CL0025,2024-01-30,46.43,Real
CL0025,2024-01-31,34.09,Real
CL0025,2024-02-01,28.74,Real
CL0025,2024-02-02,32.46,Real
CL0025,2024-02-03,21.42,Real
CL0025,2024-02-04,7.93,Estimada
CL0025,2024-02-05,27.77,Real
CL0025,2024-02-06,46.6,Real
CL0025,2024-02-07,32.56,Real
CL0025,2024-02-08,35.16,Real
CL0025,2024-02-09,40.4,Real
CL0025,2024-02-10,20.18,Real
CL0025,2024-02-11,37.82,Real
CL0025,2024-02-12,33.5,Real
CL0025,2024-02-13,40.87,Estimada
CL0025,2024-02-14,37.76,Real
CL0025,2024-02-15,32.51,Real
CL0025,2024-02-16,28.54,Real
CL0025,2024-02-17,36.68,Real
CL0025,2024-02-18,23.65,Real
CL0025,2024-02-19,42.33,Real
CL0025,2024-02-20,45.8,Real
CL0025,2024-02-21,34.42,Real
CL0025,2024-02-22,43.35,Real
CL0025,2024-02-23,24.71,Real
CL0025,2024-02-24,0.91,Real
CL0025,2024-02-25,23.42,Real
CL0025,2024-02-26,37.07,Real
CL0025,2024-02-27,25.1,Real
CL0025,2024-02-28,16.52,Real
CL0025,2024-02-29,42.33,Real
CL0025,2024-03-01,49.93,Real
CL0025,2024-03-02,22.0,Real
CL0025,2024-03-03,15.95,Real
CL0025,2024-03-04,39.48,Real
CL0025,2024-03-05,26.81,Estimada
CL0025,2024-03-06,31.07,Real
CL0025,2024-03-07,18.64,Real
CL0025,2024-03-08,33.16,Real
CL0025,2024-03-09,8.63,Real
CL0025,2024-03-10,12.65,Real
CL0025,2024-03-11,24.33,Real
CL0025,2024-03-12,47.39,Estimada
CL0025,2024-03-13,41.5,Real
CL0025,2024-03-14,35.8,Real
CL0025,2024-03-15,34.66,Real
CL0025,2024-03-16,24.49,Estimada
CL0025,2024-03-17,19.31,Real
CL0025,2024-03-18,19.8,Real
CL0025,2024-03-19,33.66,Estimada
CL0025,2024-03-20,25.84,Real
CL0025,2024-03-21,32.13,Real
CL0025,2024-03-22,44.88,Real
CL0025,2024-03-23,20.2,Real
CL0025,2024-03-24,34.34,Real
CL0025,2024-03-25,29.85,Real
CL0025,2024-03-26,28.47,Real
CL0025,2024-03-27,28.97,Real
CL0025,2024-03-28,36.06,Estimada
CL0025,2024-03-29,32.68,Real
CL0025,2024-03-30,22.02,Real
CL0025,2024-03-31,22.87,Real
CL0025,2024-04-01,52.57,Real
CL0025,2024-04-02,44.33,Real
CL0025,2024-04-03,24.93,Real
CL0025,2024-04-04,41.38,Real
CL0025,2024-04-05,27.82,Real
CL0025,2024-04-06,16.77,Real
CL0025,2024-04-07,10.3,Real
CL0025,2024-04-08,31.53,Real
CL0025,2024-04-09,32.6,Real
CL0025,2024-04-10,27.85,Real
CL0025,2024-04-11,39.53,Real
CL0025,2024-04-12,41.31,Real
CL0025,2024-04-13,5.07,Estimada
CL0025,2024-04-14,23.5,Real
CL0025,2024-04-15,31.29,Real
CL0025,2024-04-16,37.65,Real
CL0025,2024-04-17,27.38,Real
CL0025,2024-04-18,37.0,Estimada
CL0025,2024-04-19,11.97,Real
CL0025,2024-04-20,22.38,Real
CL0025,2024-04-21,14.92,Real
CL0025,2024-04-22,27.74,Real
CL0025,2024-04-23,36.29,Estimada
CL0025,2024-04-24,37.77,Real
CL0025,2024-04-25,31.14,Real
CL0025,2024-04-26,25.07,Real
CL0025,2024-04-27,26.75,Estimada
CL0025,2024-04-28,20.61,Real
CL0025,2024-04-29,17.45,Real
CL0025,2024-04-30,34.72,Real
CL0025,2024-05-01,30.34,Real
CL0025,2024-05-02,27.99,Real
CL0025,2024-05-03,48.7,Real
CL0025,2024-05-04,34.7,Real
CL0025,2024-05-05,22.02,Real
CL0025,2024-05-06,48.03,Estimada
CL0025,2024-05-07,54.59,Real
CL0025,2024-05-08,25.88,Real
CL0025,2024-05-09,47.31,Real
CL0025,2024-05-10,49.14,Real
CL0025,2024-05-11,45.7,Real
CL0025,2024-05-12,24.33,Real
CL0025,2024-05-13,48.61,Real
CL0025,2024-05-14,45.78,Real
CL0025,2024-05-15,32.99,Real
CL0025,2024-05-16,39.71,Real
CL0025,2024-05-17,31.94,Real
CL0025,2024-05-18,30.7,Real
CL0025,2024-05-19,25.49,Real
CL0025,2024-05-20,29.22,Real
CL0025,2024-05-21,60.01,Real
CL0025,2024-05-22,33.41,Real
CL0025,2024-05-23,28.29,Real
CL0025,2024-05-24,65.16,Real
CL0025,2024-05-25,30.54,Real
CL0025,2024-05-26,25.13,Real
CL0025,2024-05-27,42.65,Real
CL0025,2024-05-28,31.11,Real
CL0025,2024-05-29,26.31,Real
CL0025,2024-05-30,51.09,Real
CL0025,2024-05-31,40.74,Real
CL0025,2024-06-01,41.18,Estimada
CL0025,2024-06-02,32.12,Real
CL0025,2024-06-03,52.0,Estimada
CL0025,2024-06-04,55.07,Real
CL0025,2024-06-05,58.55,Real
CL0025,2024-06-06,60.37,Real
CL0025,2024-06-07,45.54,Real
CL0025,2024-06-08,39.61,Real
CL0025,2024-06-09,29.78,Real
CL0025,2024-06-10,53.82,Real
CL0025,2024-06-11,58.61,Real
CL0025,2024-06-12,44.98,Real
CL0025,2024-06-13,59.46,Real
CL0025,2024-06-14,48.6,Real
CL0025,2024-06-15,25.46,Real
CL0025,2024-06-16,41.01,Real
CL0025,2024-06-17,53.5,Real
CL0025,2024-06-18,56.95,Real
CL0025,2024-06-19,39.72,Real
CL0025,2024-06-20,55.02,Real
CL0025,2024-06-21,46.99,Real
CL0025,2024-06-22,29.83,Real
CL0025,2024-06-23,36.76,Real
CL0025,2024-06-24,51.53,Real
CL0025,2024-06-25,38.16,Real
CL0025,2024-06-26,48.29,Real
CL0025,2024-06-27,46.85,Real
CL0025,2024-06-28,46.98,Real
CL0026,2024-01-01,5.82,Real
CL0026,2024-01-02,17.26,Real
CL0026,2024-01-03,12.23,Estimada
CL0026,2024-01-04,9.66,Real
CL0026,2024-01-05,10.2,Real
CL0026,2024-01-06,14.55,Real
CL0026,2024-01-07,13.97,Real
CL0026,2024-01-08,12.97,Real
CL0026,2024-01-09,12.59,Estimada
CL0026,2024-01-10,9.65,Real
CL0026,2024-01-11,9.96,Real
CL0026,2024-01-12,13.92,Real
CL0026,2024-01-13,20.6,Estimada
CL0026,2024-01-14,18.4,Real
CL0026,2024-01-15,12.15,Estimada
CL0026,2024-01-16,15.3,Estimada
CL0026,2024-01-17,14.92,Real
CL0026,2024-01-18,10.52,Real
CL0026,2024-01-19,14.26,Real
CL0026,2024-01-20,15.58,Real
CL0026,2024-01-21,23.11,Real
CL0026,2024-01-22,14.88,Real
CL0026,2024-01-23,11.86,Real
CL0026,2024-01-24,13.24,Real
CL0026,2024-01-25,17.32,Real
CL0026,2024-01-26,13.53,Real
CL0026,2024-01-27,18.92,Real
CL0026,2024-01-28,18.24,Real
CL0026,2024-01-29,12.95,Real
CL0026,2024-01-30,14.15,Real
CL0026,2024-01-31,14.48,Real
CL0026,2024-02-01,10.94,Real
CL0026,2024-02-02,11.73,Real
CL0026,2024-02-03,17.55,Estimada
CL0026,2024-02-04,13.7,Real
CL0026,2024-02-05,6.64,Real
CL0026,2024-02-06,4.16,Real
CL0026,2024-02-07,1.65,Real
CL0026,2024-02-08,11.57,Real
CL0026,2024-02-09,15.07,Real
CL0026,2024-02-10,13.71,Real
CL0026,2024-02-11,8.36,Real
CL0026,2024-02-12,14.2,Real
CL0026,2024-02-13,8.66,Real
CL0026,2024-02-14,7.12,Real
CL0026,2024-02-15,11.9,Real
CL0026,2024-02-16,12.88,Real
CL0026,2024-02-17,13.6,Real
CL0026,2024-02-18,14.09,Real
CL0026,2024-02-19,10.45,Real
CL0026,2024-02-20,5.44,Real
CL0026,2024-02-21,7.55,Real
CL0026,2024-02-22,7.32,Estimada
CL0026,2024-02-23,11.43,Real
CL0026,2024-02-24,12.13,Real
CL0026,2024-02-25,12.68,Real
CL0026,2024-02-26,4.41,Real
CL0026,2024-02-27,12.37,Real
CL0026,2024-02-28,9.62,Real
CL0026,2024-02-29,7.07,Real
CL0026,2024-03-01,5.99,Real
CL0026,2024-03-02,16.29,Real
CL0026,2024-03-03,10.3,Real
CL0026,2024-03-04,8.09,Real
CL0026,2024-03-05,10.76,Real
CL0026,2024-03-06,8.11,Estimada
CL0026,2024-03-07,6.41,Real
CL0026,2024-03-08,5.08,Real
CL0026,2024-03-09,12.8,Estimada
CL0026,2024-03-10,16.93,Real
CL0026,2024-03-11,11.86,Estimada
CL0026,2024-03-12,7.09,Real
CL0026,2024-03-13,10.0,Real
CL0026,2024-03-14,12.39,Real
CL0026,2024-03-15,7.38,Real
CL0026,2024-03-16,17.89,Estimada
CL0026,2024-03-17,12.85,Real
CL0026,2024-03-18,10.57,Real
CL0026,2024-03-19,7.42,Real
CL0026,2024-03-20,9.41,Real
CL0026,2024-03-21,12.42,Real
CL0026,2024-03-22,4.42,Real
CL0026,2024-03-23,9.03,Real
CL0026,2024-03-24,11.26,Real
CL0026,2024-03-25,8.87,Estimada
CL0026,2024-03-26,2.86,Estimada
CL0026,2024-03-27,10.02,Real
CL0026,2024-03-28,8.7,Real
CL0026,2024-03-29,10.89,Real
CL0026,2024-03-30,11.02,Real
CL0026,2024-03-31,8.85,Real
CL0026,2024-04-01,10.2,Real
CL0026,2024-04-02,7.71,Real
CL0026,2024-04-03,6.4,Real
CL0026,2024-04-04,5.01,Real
CL0026,2024-04-05,8.26,Estimada
CL0026,2024-04-06,10.48,Real
CL0026,2024-04-07,14.46,Real
CL0026,2024-04-08,10.04,Real
CL0026,2024-04-09,5.01,Real
CL0026,2024-04-10,10.63,Real
CL0026,2024-04-11,6.07,Real
CL0026,2024-04-12,10.71,Estimada
CL0026,2024-04-13,19.33,Real
CL0026,2024-04-14,14.56,Real
CL0026,2024-04-15,10.72,Estimada
CL0026,2024-04-16,8.86,Real
CL0026,2024-04-17,13.76,Estimada
CL0026,2024-04-18,10.86,Real
CL0026,2024-04-19,12.15,Real
CL0026,2024-04-20,17.18,Real
CL0026,2024-04-21,16.62,Real
CL0026,2024-04-22,15.09,Estimada
CL0026,2024-04-23,15.73,Real
CL0026,2024-04-24,7.28,Real
CL0026,2024-04-25,11.06,Real
CL0026,2024-04-26,3.48,Real
CL0026,2024-04-27,14.14,Real
CL0026,2024-04-28,14.26,Real
CL0026,2024-04-29,5.0,Real
CL0026,2024-04-30,4.14,Estimada
CL0026,2024-05-01,13.32,Real
CL0026,2024-05-02,10.17,Real
CL0026,2024-05-03,7.53,Real
CL0026,2024-05-04,16.84,Estimada
CL0026,2024-05-05,21.08,Real
CL0026,2024-05-06,10.63,Real
CL0026,2024-05-07,2.97,Estimada
CL0026,2024-05-08,10.44,Real
CL0026,2024-05-09,11.77,Real
CL0026,2024-05-10,12.73,Real
CL0026,2024-05-11,19.27,Estimada
CL0026,2024-05-12,13.52,Real
CL0026,2024-05-13,15.15,Real
CL0026,2024-05-14,12.49,Real
CL0026,2024-05-15,11.51,Real
CL0026,2024-05-16,11.29,Real
CL0026,2024-05-17,5.47,Real
CL0026,2024-05-18,19.65,Real
CL0026,2024-05-19,12.02,Real
CL0026,2024-05-20,11.81,Real
CL0026,2024-05-21,13.52,Estimada
CL0026,2024-05-22,18.6,Real
CL0026,2024-05-23,7.18,Real
CL0026,2024-05-24,9.25,Estimada
CL0026,2024-05-25,22.92,Real
CL0026,2024-05-26,16.86,Real
CL0026,2024-05-27,11.82,Real
CL0026,2024-05-28,13.04,Real
CL0026,2024-05-29,9.69,Real
CL0026,2024-05-30,17.35,Real
CL0026,2024-05-31,15.86,Real
CL0026,2024-06-01,16.47,Real
CL0026,2024-06-02,17.82,Estimada
CL0026,2024-06-03,9.56,Real
CL0026,2024-06-04,14.78,Real
CL0026,2024-06-05,6.45,Real
CL0026,2024-06-06,14.45,Real
CL0026,2024-06-07,10.62,Estimada
CL0026,2024-06-08,20.67,Real
CL0026,2024-06-09,24.0,Estimada
CL0026,2024-06-10,14.08,Real
CL0026,2024-06-11,11.71,Real
CL0026,2024-06-12,10.0,Real
CL0026,2024-06-13,21.27,Real
CL0026,2024-06-14,11.44,Real
CL0026,2024-06-15,15.39,Real
CL0026,2024-06-16,20.19,Real
CL0026,2024-06-17,12.34,Real
CL0026,2024-06-18,20.15,Real
CL0026,2024-06-19,10.7,Real
CL0026,2024-06-20,19.56,Real
CL0026,2024-06-21,11.96,Real
CL0026,2024-06-22,18.98,Real
CL0026,2024-06-23,18.39,Estimada
CL0026,2024-06-24,15.5,Real
CL0026,2024-06-25,16.99,Real
CL0026,2024-06-26,18.86,Real
CL0026,2024-06-27,9.89,Real
CL0026,2024-06-28,15.41,Real
CL0027,2024-01-01,40.85,Real
CL0027,2024-01-02,51.66,Real
CL0027,2024-01-03,42.64,Real
CL0027,2024-01-04,54.55,Real
CL0027,2024-01-05,45.45,Estimada
CL0027,2024-01-06,18.0,Real
CL0027,2024-01-07,17.24,Real
CL0027,2024-01-08,27.21,Real
CL0027,2024-01-09,29.21,Real
CL0027,2024-01-10,32.48,Real
CL0027,2024-01-11,34.41,Real
CL0027,2024-01-12,44.65,Real
CL0027,2024-01-13,12.37,Real
CL0027,2024-01-14,19.43,Real
CL0027,2024-01-15,36.91,Real
CL0027,2024-01-16,21.5,Real
CL0027,2024-01-17,28.69,Real
CL0027,2024-01-18,38.22,Real
CL0027,2024-01-19,52.88,Real
CL0027,2024-01-20,31.31,Real
CL0027,2024-01-21,22.38,Estimada
CL0027,2024-01-22,43.25,Estimada
CL0027,2024-01-23,39.29,Real
CL0027,2024-01-24,40.66,Real
